"Entry"	"Entry.Name"	"Reviewed"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Functions"
"P32908"	"SMC1_YEAST"	"reviewed"	"Structural maintenance of chromosomes protein 1 (DA-box protein SMC1)"	"SMC1 CHL10 YFL008W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1225	"FUNCTION: Involved in chromosome cohesion during cell cycle and in DNA repair. Central component of cohesin complex. The cohesin complex is required for the cohesion of sister chromatids after DNA replication. The cohesin complex apparently forms a large proteinaceous ring within which sister chromatids can be trapped. At anaphase, the complex is cleaved and dissociates from chromatin, allowing sister chromatids to segregate."
"P32910"	"RPC6_YEAST"	"reviewed"	"DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (C34) (DNA-directed RNA polymerase III 36 kDa polypeptide)"	"RPC34 YNR003C N2031"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	317	"FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Specific peripheric component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs. Involved in recruitment of Pol III to the preinitiation complex. Involved in the configuration of an initiation-competent form of RNA polymerase. {ECO:0000269|PubMed:9312031}."
"P32911"	"SUI1_YEAST"	"reviewed"	"Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)"	"SUI1 RFR1 YNL244C N0905"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	108	"FUNCTION: Additional factor that functions in concert with eIF-2 and the initiator tRNA in directing the ribosome to the proper start site of translation."
"P32912"	"VAM7_YEAST"	"reviewed"	"Vacuolar morphogenesis protein 7"	"VAM7 YGL212W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	316	"FUNCTION: Essential for proper morphogenesis of the vacuole. May exist as structural reinforcement on the surface of the vacuolar membrane and be required for maintenance against rupture by osmotic pressure."
"P32913"	"VPS17_YEAST"	"reviewed"	"Vacuolar protein sorting-associated protein 17 (Carboxypeptidase Y-deficient protein 21) (Vacuolar protein targeting protein 3)"	"VPS17 PEP21 VPT3 YOR132W O3314 YOR3314W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	551	"FUNCTION: Component of the membrane-associated retromer complex which is essential in endosome-to-Golgi retrograde transport (PubMed:9700157, PubMed:12181349). The VPS5-VPS17 subcomplex may assemble onto the membrane to promote vesicle formation and is required for recycling the vacuolar protein-sorting receptor (PubMed:9700157, PubMed:9285823). Required for the sorting and delivery of a subset of soluble vacuolar hydrolases (PubMed:8416961, PubMed:3538017, PubMed:3062374). Required for retention of late Golgi membrane proteins and vacuolar biogenesis (PubMed:9700157). Involved in vacuolar fragmentation during hyperosmotic stress (PubMed:35574911). {ECO:0000269|PubMed:12181349, ECO:0000269|PubMed:3062374, ECO:0000269|PubMed:3538017, ECO:0000269|PubMed:35574911, ECO:0000269|PubMed:8416961, ECO:0000269|PubMed:9285823, ECO:0000269|PubMed:9700157}."
"P32914"	"SPT4_YEAST"	"reviewed"	"Transcription elongation factor SPT4 (Chromatin elongation factor SPT4)"	"SPT4 YGR063C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	102	"FUNCTION: The SPT4-SPT5 complex mediates both activation and inhibition of transcription elongation, and plays a role in pre-mRNA processing. The complex seems to be important for the stability of the RNA polymerase II elongation machinery on the chromatin template but not for the inherent ability of this machinery to translocate down the gene. Structural and functional component of the centromeric and heterochromatic loci linking chromatin structure with kinetochore function and gene silencing. {ECO:0000269|PubMed:12554661, ECO:0000269|PubMed:12556496, ECO:0000269|PubMed:15057281, ECO:0000269|PubMed:15780939, ECO:0000269|PubMed:16172632, ECO:0000269|PubMed:8483459, ECO:0000269|PubMed:9450930}."
"P32915"	"SC61A_YEAST"	"reviewed"	"Protein transport protein SEC61 (Sec61 complex subunit SEC61) (Sec61 complex subunit alpha)"	"SEC61 YLR378C L3502.5"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	480	"FUNCTION: Part of the Sec61 complex, which is the major component of a channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). The functional states of the translocon complex include co- and post-translational ER import, cotranslational membrane protein integration and retrograde transport of misfolded proteins out of the ER. In the cotranslational pathway, ribosomes synthesizing presecretory proteins are targeted to the translocon by the cytosolic signal recognition particle (SRP) and its ER-localized receptor. The association of the Sec61 complex with the ribosome is mediated by the 28S rRNA of the large ribosomal subunit. SRP-independent post-translational translocation requires the association of additional factors, such as the Sec62/63 complex and KAR2. In an initial step, the signal sequence seems to bind simultaneously to SEC61 and SEC62. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC61 mediates the association with the ribosome."
"P32916"	"SRPR_YEAST"	"reviewed"	"Signal recognition particle receptor subunit alpha homolog (SR-alpha) (Docking protein alpha) (DP-alpha)"	"SRP101 YDR292C D9819.3"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	621	"FUNCTION: Component of the SRP (signal recognition particle) receptor (SR). Ensures, in conjunction with the signal recognition particle, the correct targeting of the nascent secretory proteins to the endoplasmic reticulum membrane system. GTP hydrolysis may enhance the fidelity of and provide unidirectionality to the targeting reaction. It is important but not essential for cell growth. May be directly involved in mitochondrial protein import. {ECO:0000269|PubMed:1327299}."
"P32917"	"STE5_YEAST"	"reviewed"	"Protein STE5"	"STE5 NUL3 YDR103W YD8557.12"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	917	"FUNCTION: Component of the pheromone signal transduction pathway. It mediates pheromone signals acting between STE20 and STE11. It is absolutely required for pheromone-induced transcription of FUS1. May play a role in cell-cycle arrest in response to pheromone."
"P32939"	"YPT7_YEAST"	"reviewed"	"Ypt/Rab-type GTPase YPT7 (Vacuolar morphology protein 4)"	"YPT7 VAM4 YML001W YM8270.02"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	208	"FUNCTION: Ypt/Rab-type GTPases are key regulators of membrane trafficking and intracellular vesicular transport. They act as molecular switches that convert between GTP-bound and GDP-bound states, and regulate virtually all steps of membrane traffic from the formation of the transport vesicle at the donor membrane to its fusion at the target membrane. In the GDP-bound state, Ypt proteins are predominantly cytosolic, solubilized through the interaction with a GDP dissociation inhibitor (GDI). In the GTP-bound state, the proteins are membrane bound and interact with specific effector proteins that select cargo, promote vesicle movement, or verify the correct site of fusion (Probable). YPT7 is involved in regulation of vesicular protein transport in exo- and endocytosis (PubMed:8308065). Involved in homotypic vacuole fusion, the last step in the vacuole inheritance process, by interacting in its GTP-bound state on the donor membrane with the large multiprotein tethering complex termed HOPS on the acceptor membrane (PubMed:7489715, PubMed:11118206, PubMed:10725336, PubMed:10944212, PubMed:11210571, PubMed:19386605). Involved in the regulation of transport steps from late endosomes to the vacuole, mediated by interaction in its GTP-bound state on the donor membrane with the large multiprotein tethering complex termed class C-Vps complex on the acceptor membrane (PubMed:8308065, PubMed:11062257, PubMed:21062894). Involved in retromer assembly and cargo export, recognizing the cargo selection complex (CSC). GTP-bound YPT7 recruits CSC to vacuolar membranes via retromer subunit VPS35 (PubMed:22593205). Interacts with the HOPS complex subunit VPS39 independent of the HOPS complex at mitochondria-vacuole contact sites (vCLAMPs), providing a physical and metabolic interconnection between the endocytic pathway and mitochondria (PubMed:25026035). {ECO:0000269|PubMed:10725336, ECO:0000269|PubMed:10944212, ECO:0000269|PubMed:11062257, ECO:0000269|PubMed:11118206, ECO:0000269|PubMed:11210571, ECO:0000269|PubMed:19386605, ECO:0000269|PubMed:21062894, ECO:0000269|PubMed:22593205, ECO:0000269|PubMed:25026035, ECO:0000269|PubMed:7489715, ECO:0000269|PubMed:8308065, ECO:0000305}."
"P32943"	"CGS6_YEAST"	"reviewed"	"S-phase entry cyclin-6"	"CLB6 YGR109C G5970"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	380	"FUNCTION: Involved in G1/S and or S phase progression. Interacts with CDC28."
"P32944"	"SWE1_YEAST"	"reviewed"	"Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)"	"SWE1 YJL187C J0406"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	819	"FUNCTION: Protein kinase that acts as a negative regulator of entry into mitosis (G2 to M transition) by phosphorylating and inhibiting the mitosis-promoting cyclin B-bound CDC28 at 'Tyr-19'. SWE1-mediated inhibition of CDC28 acts in a cell size or morphogenesis checkpoint to delay mitosis in response to defects in growth, actin organization or bud formation. Inhibits the activity of B-type cyclins in replication initiation strongly for CLB2, moderately for CLB3 and CLB4, and there is no apparent inhibition for CLB5 and CLB6, correlating with the normal expression timing of those cyclins. Hyperphosphorylation and degradation of SWE1 when all checkpoint requirement are met releases CLB2-CDC28 from inhibition and allows for progression through the cell cycle. SWE1-dependent CDC28 phosphorylation is also required for pachytene arrest upon activation of the recombination checkpoint during meiosis. Also involved in the regulation of nitrogen starvation- and short chain alcohol-induced filamentous growth, or filamentous differentiation in response to slowed DNA synthesis. Can act both on serines and on tyrosines. {ECO:0000269|PubMed:10454545, ECO:0000269|PubMed:10490630, ECO:0000269|PubMed:10490648, ECO:0000269|PubMed:10619027, ECO:0000269|PubMed:11283616, ECO:0000269|PubMed:11404321, ECO:0000269|PubMed:12388757, ECO:0000269|PubMed:12593792, ECO:0000269|PubMed:12840070, ECO:0000269|PubMed:14565980, ECO:0000269|PubMed:15920482, ECO:0000269|PubMed:15956196, ECO:0000269|PubMed:16096060, ECO:0000269|PubMed:16360682, ECO:0000269|PubMed:16571676, ECO:0000269|PubMed:8253069, ECO:0000269|PubMed:8930890, ECO:0000269|PubMed:9822611}."
"P33122"	"TYE7_YEAST"	"reviewed"	"Transcription factor TYE7 (Basic-helix-loop-helix protein SGC1) (Ty1-mediated expression protein 7)"	"TYE7 SGC1 YOR344C O6233"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	291	"FUNCTION: Transcriptional activator of glycolytic gene expression, such as enolase genes (ENO1 and ENO2), glyceraldehyde-3-phosphate dehydrogenase gene (TDH), phosphoglycerate kinase (PGK1), phosphoglycerate mutase (PGM1), pyruvate kinase (PYK1) and triosephosphate isomerase (TPI1) genes (PubMed:7739544, PubMed:10606743). Binds DNA on E-box motifs: 5'-CANNTG-3' (PubMed:10606743). In response to adenylic nucleotide reduction, activates Ty1 mRNA transcription, possibly by controlling Ty1 antisense transcription (PubMed:7900422, PubMed:22379133). Acts as a cell cycle transcription factor (PubMed:16157877, PubMed:16381908, PubMed:18315882, PubMed:21703335). Its function may also be linked to sulfur metabolism and the cross-regulation between phosphate and sulfate metabolism (PubMed:17241460). {ECO:0000269|PubMed:10606743, ECO:0000269|PubMed:16157877, ECO:0000269|PubMed:16381908, ECO:0000269|PubMed:17241460, ECO:0000269|PubMed:18315882, ECO:0000269|PubMed:21703335, ECO:0000269|PubMed:22379133, ECO:0000269|PubMed:7739544, ECO:0000269|PubMed:7900422}."
"P33201"	"MRT4_YEAST"	"reviewed"	"Ribosome assembly factor MRT4 (mRNA turnover protein 4)"	"MRT4 YKL009W YKL160"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	236	"FUNCTION: Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0, it binds pre-60S subunits at an early stage of assembly in the nucleolus, and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes. {ECO:0000269|PubMed:10471698, ECO:0000269|PubMed:19346338, ECO:0000269|PubMed:19789271, ECO:0000269|PubMed:19797078}."
"P33202"	"UFD4_YEAST"	"reviewed"	"Ubiquitin fusion degradation protein 4 (UB fusion protein 4) (EC 2.3.2.-) (HECT-type E3 ubiquitin transferase UFD4) (EC 2.3.2.26)"	"UFD4 YKL010C YKL162"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1483	"FUNCTION: E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. {ECO:0000250}."
"P33203"	"PRP40_YEAST"	"reviewed"	"Pre-mRNA-processing protein PRP40"	"PRP40 YKL012W YKL165"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	583	"FUNCTION: Required for pre-spliceosome formation, which is the first step of pre-mRNA splicing. This protein is associated with snRNP U1. Two commitment complexes, CC1 and CC2, have been defined in yeast. CC1 is a basal complex dependent only on the 5' splice site. CC2 is a complex of lower mobility and is dependent on a branchpoint as well as a 5' splice site region. This protein is involved in CC2 formation where it binds to the branchpoint binding protein MSL5, bridging the U1 snRNP-associated 5' splice site and the MSL5-associated branch point 3' intron splice site. {ECO:0000269|PubMed:10978320, ECO:0000269|PubMed:15020406, ECO:0000269|PubMed:9150140}."
"P33296"	"UBC6_YEAST"	"reviewed"	"Ubiquitin-conjugating enzyme E2 6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 6) (Ubiquitin carrier protein UBC6) (Ubiquitin-protein ligase UBC6)"	"UBC6 DOA2 YER100W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	250	"FUNCTION: Catalyzes the covalent attachment of ubiquitin to other proteins. Functions in degradation of misfolded or regulated proteins localized in the endoplasmic reticulum (ER) lumen or membrane via the ubiquitin-proteasome system. Cognate E2 conjugating enzyme for the DOA10 ubiquitin ligase complex, which is part of the ERAD-C pathway responsible for the rapid degradation of membrane proteins with misfolded cytoplasmic domains. {ECO:0000255|PROSITE-ProRule:PRU00388, ECO:0000269|PubMed:11641273, ECO:0000269|PubMed:8393731, ECO:0000269|PubMed:9695950}."
"P33297"	"PRS6A_YEAST"	"reviewed"	"26S proteasome regulatory subunit 6A (Tat-binding protein homolog 1) (TBP-1)"	"RPT5 YTA1 YOR117W O3258 YOR3258W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	434	"FUNCTION: The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}."
"P33298"	"PRS6B_YEAST"	"reviewed"	"26S proteasome regulatory subunit 6B homolog (Protein YNT1) (Tat-binding homolog 2)"	"RPT3 YNT1 YTA2 YDR394W D9509.14"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	428	"FUNCTION: The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}."
"P33299"	"PRS7_YEAST"	"reviewed"	"26S proteasome regulatory subunit 7 homolog (Protein CIM5) (Tat-binding homolog 3)"	"RPT1 CIM5 YTA3 YKL145W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	467	"FUNCTION: The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex (By similarity). {ECO:0000250}."
"P33300"	"SUR1_YEAST"	"reviewed"	"Mannosyl phosphorylinositol ceramide synthase SUR1 (EC 2.4.1.370)"	"SUR1 BCL21 CSG1 LPE15 YPL057C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	382	"FUNCTION: Involved in the synthesis of mannosyl phosphorylinositol ceramide (PubMed:9323360, PubMed:12954640). Catalyzes the addition of mannosyl to phosphorylinositol ceramide. Suppressor of RVS161 mutation (PubMed:9323360, PubMed:12954640). {ECO:0000269|PubMed:12954640, ECO:0000269|PubMed:9323360}."
"P33301"	"XRS2_YEAST"	"reviewed"	"DNA repair protein XRS2"	"XRS2 YDR369C D9481.13"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	854	"FUNCTION: During meiosis is involved in homologous recombination and during vegetative growth it is necessary for DNA repair. It probably regulates the 5'-3' exonuclease degradation of double strand breaks either at the initiation stage or a later stage."
"P33302"	"PDR5_YEAST"	"reviewed"	"Pleiotropic ABC efflux transporter of multiple drugs (Pleiotropic drug resistance protein 5) (Suppressor of toxicity of sporidesmin)"	"PDR5 LEM1 STS1 YDR1 YOR153W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1511	"FUNCTION: Active efflux of weakly charged organic compounds of 90 cubic Angstroms to 300 cubic Angstroms surface volume. Confers resistance to numerous chemicals including cycloheximide, sulfomethuron methyl, steroids, antiseptics, antibiotics, anticancer, herbicides, mycotoxins, insecticides, ionophores, alkaloids, flavonoids, phenothiazines, organotin compounds, carbazoles, lysosomotropic aminoesters, detergents, rhodamines and other fluorophores, azoles and other antifungals. Exhibits nucleoside triphosphatase activity. {ECO:0000269|PubMed:10841772, ECO:0000269|PubMed:11321575, ECO:0000269|PubMed:12896805, ECO:0000269|PubMed:13678835, ECO:0000269|PubMed:14960317, ECO:0000269|PubMed:15836770, ECO:0000269|PubMed:16751665, ECO:0000269|PubMed:17316560, ECO:0000269|PubMed:7753868, ECO:0000269|PubMed:8810273, ECO:0000269|PubMed:8940170, ECO:0000269|PubMed:8985171, ECO:0000269|PubMed:9450972, ECO:0000269|PubMed:9818966}."
"P33307"	"CSE1_YEAST"	"reviewed"	"Importin alpha re-exporter (Chromosome segregation protein CSE1)"	"CSE1 YGL238W HRC135"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	960	"FUNCTION: Export receptor for importin alpha (SRP1). Mediates importin-alpha re-export from the nucleus to the cytoplasm after import substrates have been released into the nucleoplasm. {ECO:0000269|PubMed:10394916, ECO:0000269|PubMed:9744791, ECO:0000269|PubMed:9774694, ECO:0000269|PubMed:9857050}."
"P33308"	"MED9_YEAST"	"reviewed"	"Mediator of RNA polymerase II transcription subunit 9 (Chromosome segregation protein 2) (Mediator complex subunit 9)"	"CSE2 MED9 YNR010W N2046"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	149	NA
"P33309"	"DOM34_YEAST"	"reviewed"	"Protein DOM34"	"DOM34 YNL001W N2016"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	386	"FUNCTION: Component of the Dom34-Hbs1 complex, a complex that recognizes stalled ribosomes and triggers the No-Go Decay (NGD) pathway (PubMed:16554824, PubMed:17889667, PubMed:18180287, PubMed:19420139, PubMed:20947765, PubMed:21102444). In the Dom34-Hbs1 complex, DOM34 recognizes ribosomes stalled at the 3' end of an mRNA and engages stalled ribosomes by destabilizing mRNA in the mRNA channel (PubMed:16554824, PubMed:20947765). Following ribosome-binding, the Dom34-Hbs1 complex promotes the disassembly of stalled ribosomes, followed by degradation of damaged mRNAs as part of the NGD pathway (PubMed:20947765). The Dom34-Hbs1 complex is also involved in non-functional rRNA decay (PubMed:21102444). {ECO:0000269|PubMed:16554824, ECO:0000269|PubMed:17889667, ECO:0000269|PubMed:18180287, ECO:0000269|PubMed:19420139, ECO:0000269|PubMed:20947765, ECO:0000269|PubMed:21102444}."
"P33310"	"MDL1_YEAST"	"reviewed"	"ATP-dependent permease MDL1, mitochondrial (ABC transporter MDL1) (Multidrug resistance-like protein 1)"	"MDL1 YLR188W L9470.3"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	695	"FUNCTION: Mediates export of peptides with molecular masses of 2100 to 600 daltons generated upon proteolysis of mitochondrial inner membrane proteins. {ECO:0000269|PubMed:11251115}."
"P33313"	"CNS1_YEAST"	"reviewed"	"Hsp70/Hsp90 co-chaperone CNS1 (Cyclophilin seven suppressor 1) (STI1 stress-inducible protein homolog)"	"CNS1 YBR155W YBR1205"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	385	"FUNCTION: Co-chaperone that binds to the molecular chaperones Hsp90 (HSC82 and HSP82) and Hsp70 (SSA1). Stimulates SSA1 ATPase activity, but not Hsp90 ATPase activity. Involved in only a subset of Hsp90 functions. {ECO:0000269|PubMed:12788914, ECO:0000269|PubMed:15044454}."
"P33314"	"BUD2_YEAST"	"reviewed"	"Inhibitory regulator protein BUD2/CLA2 (Bud site selection protein 2)"	"BUD2 CLA2 ERC25 YKL092C YKL424"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1104	"FUNCTION: Stimulates the GTPase activity of BUD1/RSR1. Participates in the regulation of bud-site selection."
"P33317"	"DUT_YEAST"	"reviewed"	"Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)"	"DUT1 YBR252W YBR1705"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	147	"FUNCTION: Involved in nucleotide metabolism via production of dUMP, the immediate precursor of thymidine nucleotides, and decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA (PubMed:8223452, PubMed:21548881). Shows a significant activity against dITP, another potentially mutagenic nucleotide (PubMed:21548881). {ECO:0000269|PubMed:21548881, ECO:0000269|PubMed:8223452}."
"P33322"	"CBF5_YEAST"	"reviewed"	"H/ACA ribonucleoprotein complex subunit CBF5 (EC 5.4.99.-) (Centromere-binding factor 5) (Centromere/microtubule-binding protein CBF5) (H/ACA snoRNP protein CBF5) (Small nucleolar RNP protein CBF5) (p64')"	"CBF5 YLR175W L9470.11"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	483	"FUNCTION: Catalytic subunit of H/ACA small nucleolar ribonucleoprotein (H/ACA snoRNP) complex, which catalyzes pseudouridylation of rRNA (PubMed:10523634, PubMed:9315678, PubMed:9472021, PubMed:9848653). This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1 (PubMed:10523634, PubMed:9315678, PubMed:9472021, PubMed:9848653). Pseudouridine ('psi') residues may serve to stabilize the conformation of rRNAs and play a central role in ribosomal RNA processing (PubMed:10523634, PubMed:9315678, PubMed:9472021, PubMed:9848653). The H/ACA snoRNP complex also mediates pseudouridylation of other types of RNAs (PubMed:21131909, PubMed:25219674). Catalyzes pseudouridylation at position 93 in U2 snRNA (PubMed:21131909). Also catalyzes pseudouridylation of mRNAs; H/ACA-type snoRNAs probably guide pseudouridylation of mRNAs (PubMed:25219674). It is a centromeric DNA-CBF3-binding factor which is involved in mitotic chromosome segregation (PubMed:8336724). Essential for cell growth (PubMed:8336724). {ECO:0000269|PubMed:10523634, ECO:0000269|PubMed:21131909, ECO:0000269|PubMed:25219674, ECO:0000269|PubMed:8336724, ECO:0000269|PubMed:9315678, ECO:0000269|PubMed:9472021, ECO:0000269|PubMed:9848653}."
"P33327"	"DHE2_YEAST"	"reviewed"	"NAD-specific glutamate dehydrogenase (NAD-GDH) (EC 1.4.1.2)"	"GDH2 YDL215C D0892"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1092	"FUNCTION: NAD(+)-dependent glutamate dehydrogenase which degrades glutamate to ammonia and alpha-ketoglutarate."
"P33328"	"SNC2_YEAST"	"reviewed"	"Synaptobrevin homolog 2"	"SNC2 YOR327C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	115	"FUNCTION: SNC1 and SNC2 are vesicle-targeting proteins essential for normal secretory traffic between the Golgi and the plasma membrane. They may also be involved in vesicle fusion."
"P33330"	"SERC_YEAST"	"reviewed"	"Phosphoserine aminotransferase (PSAT) (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (Serine requiring protein 1)"	"SER1 ADE9 SERC YOR184W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	395	"FUNCTION: Phosphoserine aminotransferase (PSAT) is a pyridoxal 5'-phosphate-dependent enzyme involved in the second step of the phosphorylated pathway of serine biosynthesis (PubMed:1326413). Catalyzes the reversible conversion of 3-phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4-phosphonooxybutanoate to phosphohydroxythreonine (PubMed:1326413). Plays an indirect role in purine biosynthesis (PubMed:10509016). {ECO:0000269|PubMed:10509016, ECO:0000269|PubMed:1326413}."
"P33332"	"SEC3_YEAST"	"reviewed"	"Exocyst complex component SEC3 (Protein PSL1)"	"SEC3 PSL1 YER008C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1336	"FUNCTION: Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane."
"P33333"	"PLSC_YEAST"	"reviewed"	"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.23) (EC 2.3.1.51) (EC 2.3.1.n7) (Lysophosphatidic acid acyltransferase) (LPAAT) (Sphingolipid compensation protein 1)"	"SLC1 YDL052C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	303	"FUNCTION: Acyltransferase that catalyzes the sn-2-specific, acyl-CoA-dependent acylation of lysophosphatidic acid (LPA) to phosphatidic acid (PA) in lipid particles (PubMed:9401016). Together with ALE1, plays a central role in PA biosynthesis. PA is the intermediate, from which all glycerophospholipids are synthesized (PubMed:17890783). Can also acylate lysophosphoinositol (LPI) and lysophosphoserine (LPS) (PubMed:17675291). The fatty acyl substrates include 18:1-acyl-CoA, 14:0-acyl-CoA, 12:0-acyl-CoA and 10:0-acyl-CoA (PubMed:20694142). {ECO:0000269|PubMed:17675291, ECO:0000269|PubMed:17890783, ECO:0000269|PubMed:20694142, ECO:0000269|PubMed:9401016}."
"P33334"	"PRP8_YEAST"	"reviewed"	"Pre-mRNA-splicing factor 8"	"PRP8 DBF3 DNA39 RNA8 SLT21 USA2 YHR165C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	2413	"FUNCTION: Functions as a scaffold that mediates the ordered assembly of spliceosomal proteins and snRNAs. Required for association of BRR2 with the spliceosomal U5 snRNP, and the subsequent assembly of the U4/U6-U5 tri-snRNP complex. Functions as scaffold that positions spliceosomal U2, U5 and U6 snRNAs at splice sites on pre-mRNA substrates, so that splicing can occur. Interacts with both the 5' and the 3' splice site, as well as the branch region. Has a role in branch site-3' splice site selection. Associates with the branch site-3' splice 3'-exon region. Also has a role in cell cycle. {ECO:0000269|PubMed:10444596, ECO:0000269|PubMed:12773561, ECO:0000269|PubMed:17934474, ECO:0000269|PubMed:18779563, ECO:0000269|PubMed:19098916, ECO:0000269|PubMed:23354046, ECO:0000269|PubMed:2835658, ECO:0000269|PubMed:9150140}."
"P33338"	"SLA2_YEAST"	"reviewed"	"Protein SLA2 (Transmembrane protein MOP2)"	"SLA2 END4 MOP2 UFG1 YNL243W N1102"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	968	"FUNCTION: Required for cellular morphogenesis and polarization of the cortical cytoskeleton. It might act in concert with proteins such as CDC42 and CDC43 to limit the region of cortical patch formation to the cortex of the bud. Required for the accumulation and/or maintenance of plasma membrane H(+)-ATPase on the cell surface."
